,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSteps,ActivityDay_Mon,ActivityDay_Sat,ActivityDay_Sun,ActivityDay_Thu,ActivityDay_Tue,ActivityDay_Wed
461,-0.6016222306899573,-0.6005350704708414,-0.17673550650985886,-0.11149998851666537,-0.15873193763930876,-0.9070698250011069,-0.22151885849988126,-0.08084455782119664,-0.3427384558945284,-0.663185639335376,1.033974281262699,-0.8292444809931043,6222.0,0.0,1.0,0.0,0.0,0.0,0.0
748,0.23193420450812743,0.23679313958491802,-0.17673550650985886,0.5044338117025305,0.9096490219596678,-0.5965122122540736,-0.22151885849988126,1.0688421747652779,1.2988297311203085,-0.6537698761365471,-0.7537142237035906,0.5823885132348083,2817.0,0.0,1.0,0.0,0.0,0.0,0.0
316,0.5700019680293308,0.5763906321524056,-0.17673550650985886,-0.4997249095215944,4.238499120717893,-0.07056789637036755,-0.22151885849988126,-0.5951780960835668,4.184010181025174,-0.3148024009787089,-0.4568904719356029,-1.063355382306322,8856.0,0.0,0.0,0.0,0.0,1.0,0.0
122,-1.063562162130381,-1.064565242410397,-0.17673550650985886,-0.574383548793758,-0.20371639066744013,-1.1625284993851672,-0.22151885849988126,-0.6556879241144339,-0.24324947486332615,-1.0304004040897008,1.0508392671586075,0.0918704342928288,0.0,0.0,0.0,0.0,1.0,0.0,0.0
440,-0.694526325854882,-0.6938595490861499,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.2458826282596533,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.03358083737795822,0.8720704166619785,-0.23421260682200987,10299.0,0.0,0.0,0.0,0.0,1.0,0.0
603,-0.4880727332155196,-0.48647177078507065,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.1548368447843206,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.36313254933696765,0.7540155153906197,-0.3805319201427708,5153.0,1.0,0.0,0.0,0.0,0.0,0.0
327,0.37387110725469863,0.3793722952354915,-0.17673550650985886,0.4223092989095157,1.5731698739409499,-0.5063502918492084,-0.22151885849988126,0.5847635505183412,1.2988297311203085,-0.6914329289318626,-0.9763320375295814,-1.1372117976015632,12058.0,0.0,1.0,0.0,0.0,0.0,0.0
460,-0.5758154931580531,-0.5746115595572305,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.015468898400369612,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,1.1352251316409325,0.4774297466977221,-0.5686567515551777,4676.0,0.0,0.0,0.0,0.0,0.0,0.0
781,0.3970970539484116,0.4027033374429404,-0.17673550650985886,1.4525984128343232,-0.4961153994531526,-0.9170878029111974,-0.22151885849988126,0.5545086365029076,-0.591460908472534,-0.4089600329669973,0.8889354025578868,-0.3805319201427708,20500.0,1.0,0.0,0.0,0.0,0.0,0.0
785,0.13386871244279688,0.13828390916935854,-0.17673550650985886,-0.413867474153295,3.023918731512728,-0.48631433602902735,-0.22151885849988126,-0.4741584400218326,1.8460191267919208,-0.7761747977213221,0.9698873348582472,-0.6090687523771022,12315.0,0.0,0.0,0.0,0.0,0.0,0.0
177,-0.7435590717585139,-0.7431141641643123,-0.17673550650985886,-0.5034578432956746,-0.2599469816940585,-0.6115391788687597,-0.22151885849988126,-0.5649231820681332,-0.2929939653789273,-0.1547344265986186,-0.9257370798418563,-1.1957395229298675,11895.0,0.0,0.0,0.0,1.0,0.0,0.0
598,0.3841937776994812,0.38974167492178863,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.8478767775809297,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,2.4534319794769703,-1.9005332646253614,0.36081926734908465,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,-0.38484590618586456,-0.3827778507855972,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.34517866350414134,2.4719157424568663,-0.6556879241144339,-0.6909498895037363,-0.1076556106044744,0.9226653743497036,-1.1845913847720952,6349.0,0.0,0.0,0.0,1.0,0.0,0.0
936,,,,,,,,,,,,,20226.0,1.0,0.0,0.0,0.0,0.0,0.0
48,-1.050658824203436,-1.0516035179321426,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.9371238183384035,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.4466230857623127,1.044093272800244,-1.2723829727645517,2390.0,0.0,0.0,0.0,0.0,0.0,0.0
300,-0.26613507323096863,-0.26352986099744313,-0.17673550650985886,-0.24215261424219892,-0.43988482529570744,0.034620991150083165,2.4719157424568663,-0.23211912789836434,-0.3427384558945284,0.8904152884713827,0.4942947325936305,-0.5519345443185193,6905.0,0.0,1.0,0.0,0.0,0.0,0.0
794,-0.286780414120534,-0.2842686203700377,-0.17673550650985886,-0.43999799489354213,2.034260706414037,-0.8269259421133573,-0.22151885849988126,-0.4439035260063991,1.9952525983387241,-0.7479275081248355,0.9462763546039754,-0.5686567515551777,22026.0,0.0,0.0,1.0,0.0,0.0,0.0
628,-0.1345209640271423,-0.13132020868813737,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.8360600569529804,1.1251984419784926,-0.6556879241144339,-0.6909498895037363,1.1917197108339057,0.45719176362263203,0.7328883783647339,9501.0,0.0,0.0,0.0,0.0,0.0,0.0
627,-1.4506626715552162,-1.453417350056047,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.7135178199015744,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.8589875655866388,1.5500428496774958,-0.3582356438272263,7671.0,0.0,0.0,0.0,1.0,0.0,0.0
445,-0.6738809852233837,-0.6731207899727901,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.20581071712019056,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.36313254933696765,-0.7368492378076822,-0.1589626742570471,3974.0,0.0,0.0,0.0,1.0,0.0,0.0
608,-0.02355207261491931,-0.019849192096455817,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.0564558089021734,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,1.1352251316409325,-1.5632335467071934,-0.09346736258013506,11495.0,0.0,1.0,0.0,0.0,0.0,0.0
255,-0.5216214734519775,-0.5201723163337872,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.08971986940513123,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.29722220694516577,-0.7301032434493189,-0.645300201389862,10999.0,0.0,0.0,0.0,0.0,0.0,1.0
679,0.3841937776994812,0.38974167492178863,-0.17673550650985886,-0.26828313498244594,-0.11374748573578891,1.1967074991425417,-0.22151885849988126,-0.2926289559292314,0.05521746823028056,1.6154290547812036,-1.1314899077719387,-0.08789329350124893,1967.0,0.0,1.0,0.0,0.0,0.0,0.0
757,1.7700134481485892,1.7818320663077807,-0.17673550650985886,2.867379769695815,-0.30493143472218986,-0.23586465034956264,-0.22151885849988126,2.0672543372745844,-0.3427384558945284,-0.060576794610330185,0.5786196620731724,1.1105315584592692,10052.0,1.0,0.0,0.0,0.0,0.0,0.0
547,-1.1358209164057402,-1.137150961653111,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.1024205723175988,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.9550742984990701,-0.2646296327222472,-1.1469664184896138,4112.0,0.0,1.0,0.0,0.0,0.0,0.0
444,-0.15258557575653103,-0.14946656131167246,-0.17673550650985886,0.4036445684457385,-0.619822672271191,-0.521377258964794,-0.22151885849988126,0.31246932437943936,-0.6412053989881351,-0.032329505013843664,-0.47712845501069295,0.061213054358955084,2961.0,0.0,0.0,0.0,0.0,0.0,1.0
305,0.157094782492539,0.16161507529101254,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.402076164762099,1.1251984419784926,-0.6556879241144339,-0.6909498895037363,1.9261492403425553,0.19409798364646108,-0.3805319201427708,8857.0,0.0,0.0,0.0,1.0,0.0,0.0
845,0.6629060015162411,0.6697150488106116,-0.17673550650985886,-0.5482530254404585,4.092299489806237,0.2349807872790951,-0.22151885849988126,-0.6254330100990003,3.835798747415966,0.15598575896273315,0.5179057128479022,1.081267695795117,8382.0,1.0,0.0,0.0,0.0,0.0,0.0
833,-0.8183984937741025,-0.8182922284582179,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.49633231393911803,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.5972752969435742,1.0980612276671509,0.17548147047612078,7359.0,0.0,0.0,0.0,0.0,0.0,1.0
317,-0.39774930553275706,-0.3957396369617192,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.3201335992644151,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.4196271285299407,-0.9054990967667661,-1.2821375936526025,10035.0,0.0,0.0,0.0,0.0,0.0,1.0
719,0.7196808118024409,0.726746760480982,-0.17673550650985886,1.3928715594263543,-0.48486927832383886,-0.2258466724394722,-0.22151885849988126,1.129352002796145,-0.39248294641012954,-0.41837579616582615,-0.7941901898537708,0.633948652214505,15566.0,0.0,0.0,0.0,0.0,0.0,1.0
430,-0.9371093264709315,-0.9375402179871373,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.7167280658883112,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.032329505013843664,-0.4737554578315113,-0.30946253938697266,12533.0,0.0,1.0,0.0,0.0,0.0,0.0
244,-0.516460138229586,-0.5149876264906386,-0.17673550650985886,-0.5445200942794307,-0.33866978236556927,-0.08058587428045819,-0.22151885849988126,-0.6254330100990003,-0.3427384558945284,0.4855374709217426,-1.5935905213198285,-0.6062817178376592,6227.0,0.0,0.0,0.0,0.0,1.0,0.0
488,-0.3538778948515166,-0.35166971172670547,-0.17673550650985886,-0.2981465838973753,0.6060039246583766,-0.5163682697592991,-0.22151885849988126,-0.32288386994466495,0.20445093977708392,0.21248033815570622,0.7101665520612579,-0.5965270969496084,9148.0,0.0,0.0,0.0,0.0,1.0,0.0
477,-0.11387562339564396,-0.11058144957477758,-0.17673550650985886,-0.19362450130968026,1.4269703779826803,-0.5564403006137116,-0.22151885849988126,-0.2018642138829308,0.7516403354486962,-0.004082215417357141,0.3897318200389984,-0.556115096127684,7795.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.8951664550435368,0.9030264619395066,-0.17673550650985886,-0.3205441764629401,5.239403250076725,-0.12566677462541584,-0.22151885849988126,-0.383393697975532,5.079411010305994,-0.24889205858690702,-0.9864510290671265,-0.9532675179983208,13238.0,0.0,1.0,0.0,0.0,0.0,0.0
282,-0.5783961608982823,-0.5772039046084222,-0.17673550650985886,0.27672491531677695,-0.03502465132593158,-1.4380231596433708,-0.22151885849988126,1.6134306270430816,-0.14376049383212391,-1.369367879247539,1.0845692389504242,-0.5853789587918361,7365.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.49516254601374216,0.5012125678584999,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,2.063263421110577,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,2.613499953857061,-1.6914074395160972,-0.5449669579699117,6088.0,0.0,0.0,0.0,0.0,0.0,1.0
384,-0.06742348329615977,-0.0639191173314696,-0.17673550650985886,-0.40640161743063724,0.23488213094571508,0.35018753299468636,-0.22151885849988126,-0.4741584400218326,0.20445093977708392,0.8621679988748963,-1.202322848534754,-0.19798115780925002,5664.0,0.0,0.0,0.0,0.0,0.0,0.0
811,-0.28161907889814275,-0.2790839305268891,-0.17673550650985886,-0.006977905928970308,-0.06876303270765753,-0.47128736941434124,-0.22151885849988126,-0.08084455782119664,-0.19350498434772503,-0.5784437705459164,-0.8110551757496791,0.8234670008966335,8905.0,0.0,0.0,1.0,0.0,0.0,0.0
41,-0.7745271445128095,-0.7742223649210719,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.4111795019537982,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.014749310980300542,0.8788164110203418,-1.1804108329629306,4026.0,0.0,0.0,0.0,0.0,0.0,0.0
479,-0.8648505721955722,-0.8649544987444234,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.5764762564338928,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.06999255780915903,0.4740567495185404,-0.8710499990847503,9634.0,0.0,0.0,1.0,0.0,0.0,0.0
307,-0.9087219828768126,-0.9090244239794372,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.6666381768387579,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.23947629538807816,-0.4670094634731479,-1.5051003568080479,7396.0,0.0,1.0,0.0,0.0,0.0,0.0
816,-0.3409744952465573,-0.33870792529134885,-0.17673550650985886,-0.2384196860675166,-0.10250134661269043,-0.2559006061697437,-0.22151885849988126,-0.32288386994466495,-0.19350498434772503,-0.55019648094943,-0.9088720939459478,0.7900225864233167,6260.0,0.0,0.0,0.0,0.0,0.0,0.0
760,0.6887128007261597,0.6956386216813248,-0.17673550650985886,1.7624319108568716,-0.48486927832383886,-0.7718270042512839,-0.22151885849988126,1.1596069168115786,-0.5417164179569329,-0.7573432713236644,0.9429033574247937,0.4709071316570857,8564.0,0.0,0.0,0.0,1.0,0.0,0.0
556,0.8925857258833598,0.900434055190447,-0.17673550650985886,0.8889257873612906,1.1458174903262817,0.06968391358495016,-0.22151885849988126,2.823627187660423,1.9952525983387241,0.014749310980300542,-0.9628400488128547,2.352155445781155,9769.0,1.0,0.0,0.0,0.0,0.0,0.0
154,1.3029123061321382,1.312617329735455,-0.17673550650985886,0.67241567624617,1.5169392165622502,0.991338833022085,-0.22151885849988126,0.7965479486263759,2.4429530129791344,0.7397630772901214,0.24469294133418626,0.8081383109296967,11875.0,0.0,0.0,0.0,0.0,1.0,0.0
901,0.7248422701227943,0.7319315739791009,-0.17673550650985886,0.08261246321340922,-0.5073615217070777,1.542328093931467,-0.22151885849988126,0.009920184225103972,-0.5417164179569329,0.5702793397112021,0.5954846479690808,0.75657817195,2421.0,0.0,0.0,0.0,0.0,1.0,0.0
367,-0.10871428817325243,-0.10539675973162878,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.7135178199015744,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.8589875655866388,1.5500428496774958,-0.281592193992542,4496.0,0.0,0.0,0.0,0.0,1.0,0.0
796,0.6603255185519884,0.6671228893714926,-0.17673550650985886,1.7549658760733617,-0.39490035652301436,-0.8619888645482245,-0.22151885849988126,0.7057832065800753,-0.44222743692573063,-0.8797481929084394,1.0306012840835175,-0.430698541852746,14810.0,0.0,0.0,0.0,0.0,1.0,0.0
575,-0.44678199001644137,-0.44499419034201393,-0.17673550650985886,0.00795380751634524,-0.3724081300089487,-0.6716471655433534,-0.22151885849988126,0.10068492627140459,-0.24324947486332615,-0.5313649545517722,-1.178711868280482,0.610258858629239,8330.0,0.0,0.0,0.0,0.0,0.0,1.0
489,0.10290070136651572,0.10717577036970137,-0.17673550650985886,-0.47732732292872065,1.393232062953036,0.2600257318038719,-0.22151885849988126,-0.5346682680526997,0.8511293164798984,1.1917197108339057,0.33913686235127327,-0.25929591767699744,9557.0,0.0,0.0,0.0,0.0,0.0,1.0
815,0.05644868462306065,0.06051356204059847,-0.17673550650985886,-0.45119679098967785,-0.4511309306804595,0.9562757913731673,-0.22151885849988126,-0.5346682680526997,-0.4919719274413318,-0.05116103141150135,-1.0269269952173066,1.036675143164028,2718.0,0.0,0.0,0.0,1.0,0.0,0.0
427,0.5725826971895075,0.5789830389014651,-0.17673550650985886,-0.37653816851570787,0.23488213094571508,1.5573551802611028,-0.22151885849988126,-0.41364861199096553,0.20445093977708392,0.5514478133135445,-0.41304150860624106,0.887568795303824,11193.0,0.0,0.0,0.0,0.0,0.0,1.0
463,-0.12161756468024984,-0.1183584225120153,-0.17673550650985886,-0.35414057595014314,0.29111265562025196,0.1548368447843206,-0.22151885849988126,-0.14135438585206372,0.8013848259642974,0.6079423925065175,0.5077867213103572,-0.2732310903742128,6910.0,1.0,0.0,0.0,0.0,0.0,0.0
386,-1.2338863929870505,-1.235660176514586,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.2927623609834573,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.2281314312651066,-0.487247446548238,-1.0090082087871821,29.0,0.0,0.0,1.0,0.0,0.0,0.0
866,-1.4506626715552162,-1.453417350056047,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.7135178199015744,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.8589875655866388,1.5500428496774958,-0.8766240681636365,15168.0,0.0,0.0,0.0,0.0,0.0,0.0
308,0.09257803092173313,0.09680639068340421,-0.17673550650985886,0.567893593658475,0.3698355226438442,-0.70671008847912,-0.22151885849988126,0.6755282925646418,0.25419543029268504,-0.6255225865400607,-0.686254280119957,-1.2082811783573613,6731.0,0.0,0.0,1.0,0.0,0.0,0.0
636,0.05386795546288396,0.05792115529153901,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.201716607562087,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.5043689973194003,0.7034205577028946,0.5503376160312131,0.0,0.0,1.0,0.0,0.0,0.0,0.0
736,-0.1732310397440583,-0.1702054443392371,-0.17673550650985886,-0.39146988158773033,-0.1474858333791683,0.2900796655341434,-0.22151885849988126,0.07043001225597105,1.0998517690579042,-0.14531866339978977,0.7337775323155297,0.41655995813794594,0.0,0.0,1.0,0.0,0.0,0.0,0.0
573,-0.01581013133031319,-0.012072219159217887,-0.17673550650985886,-0.15629517327450165,-0.2599469816940585,0.3251427076839605,-0.22151885849988126,0.463743894456607,0.30393992080828613,0.35371678613813884,-0.8380391531831326,0.971179831487116,9893.0,1.0,0.0,0.0,0.0,0.0,0.0
395,0.19322412904927827,0.19790790419305282,-0.17673550650985886,-0.4959919813469121,-0.13623969538068134,1.1416085011725436,-0.22151885849988126,-0.5649231820681332,-0.09401600331652281,1.23879852682805,-1.4350596538982896,-0.07953218988291973,9899.0,0.0,0.0,0.0,0.0,1.0,0.0
19,0.3067736265237161,0.3119712038788237,-0.17673550650985886,0.2804578438647524,1.1458174903262817,-0.2508916174651482,-0.22151885849988126,0.34272423839487287,1.050107278542303,0.45729018132525606,-0.8447851475414959,-0.6926797885603941,10602.0,0.0,0.0,1.0,0.0,0.0,0.0
260,0.020319214968359284,0.024220609483587858,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.1365996316819982,1.1251984419784926,-0.6556879241144339,-0.6909498895037363,2.359274347488682,0.03894011340410386,-0.3540550920180617,9482.0,1.0,0.0,0.0,0.0,0.0,0.0
758,1.6951740266491349,1.7066540025323447,-0.17673550650985886,3.001765190330362,-0.39490035652301436,-0.521377258964794,-0.22151885849988126,2.036999423259151,-0.44222743692573063,-0.37129698017168195,-0.9628400488128547,1.0115918323090405,10288.0,0.0,0.0,0.0,0.0,1.0,0.0
650,-1.0532394916855983,-1.0541958627241,-0.17673550650985886,-0.28694779900003525,0.04369814934557912,-1.638382911192339,-0.22151885849988126,-0.32288386994466495,0.20445093977708392,-1.7554141703995216,1.4151229625102286,-0.367990264715277,5510.0,0.0,1.0,0.0,0.0,0.0,0.0
854,1.0500065109410763,1.0585671564562615,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.1224565877448052,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.19988414166862,1.3139330471347783,1.3223461834569423,3008.0,0.0,0.0,1.0,0.0,0.0,0.0
622,-0.2996838137254933,-0.2972304068053943,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.5204933953934273,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.5702793397112021,0.6798095774486228,0.5377959606037193,7336.0,0.0,1.0,0.0,0.0,0.0,0.0
732,0.3093543556838928,0.3145636106278832,-0.17673550650985886,0.8254659165615666,0.13366705427723033,-0.52638636688344,-0.22151885849988126,1.4319011429504802,1.2490852406047075,-0.6443541129377184,-0.9257370798418563,0.6060783068200744,14510.0,0.0,0.0,0.0,0.0,1.0,0.0
750,2.1932434287765283,2.20697712806585,-0.17673550650985886,3.7707493185888548,-0.21496252866592708,-0.661629187633263,-0.22151885849988126,2.8538821016758567,-0.2929939653789273,-0.7008486921306913,0.7169125464196212,1.2108648018792196,10091.0,1.0,0.0,0.0,0.0,0.0,0.0
551,-0.6196869038392936,-0.6186814847922444,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.10062182959973985,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.022913741815014824,-1.188830859818027,-0.8696564818150289,10538.0,0.0,0.0,0.0,0.0,0.0,1.0
482,-0.5577508200087169,-0.5564651452358277,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,0.019594024034497604,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.5137847605182291,0.7000475605237129,-0.6620224086265204,4803.0,0.0,0.0,0.0,0.0,0.0,1.0
493,0.19322412904927827,0.19790790419305282,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,1.4772111185522776,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,0.6926842612959772,-0.7031192660158654,0.92937431339547,3428.0,0.0,0.0,1.0,0.0,0.0,0.0
707,1.1558141899708032,1.1648536066005302,-0.17673550650985886,-0.2272208787725851,0.40357383767348864,2.408883776970503,-0.22151885849988126,-0.17160929986749726,0.4034289018394884,2.1332960307167896,-0.008281847104439641,0.8666660362580011,12342.0,1.0,0.0,0.0,0.0,0.0,0.0
120,-1.3293711788601683,-1.331577023252978,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-1.478095115863777,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-1.3411205896510525,-0.8312931588247692,-0.13527288067178103,,,,,,,
563,0.31709629696849867,0.32234058356512085,-0.17673550650985886,0.3289860012191607,0.23488213094571508,-0.06054991846027712,-0.22151885849988126,1.2201167448424455,0.8013848259642974,0.024165074179129383,-0.5310964098775999,1.4101377714493988,11611.0,1.0,0.0,0.0,0.0,0.0,0.0
265,0.17515951731988955,0.17976155156951773,-0.17673550650985886,-0.010710834476945765,-0.5186076349641107,0.620673173993433,1.1251984419784926,0.009920184225103972,-0.44222743692573063,1.700170923570663,0.18397899210891605,-0.3108560566566942,8796.0,0.0,0.0,0.0,0.0,1.0,0.0
478,0.3093543556838928,0.3145636106278832,-0.17673550650985886,-0.39893574950918376,1.4719547972724654,0.5204933953934273,-0.22151885849988126,-0.4439035260063991,0.7516403354486962,0.8998310516702116,0.44032677772672363,-0.2955273666897573,7289.0,0.0,1.0,0.0,0.0,0.0,0.0
685,0.3454837019825653,0.35085643927068894,-0.17673550650985886,-0.2048232862070203,0.6509883439481615,0.6958081277836122,-0.22151885849988126,-0.23211912789836434,0.4034289018394884,1.0128202100561576,-1.3136317554477492,-0.3498745402088971,10145.0,0.0,0.0,1.0,0.0,0.0,0.0
249,-0.11903695861803525,-0.11576613941792617,-0.17673550650985886,-0.3653393612207764,1.2357863289058515,-0.2508916174651482,-0.22151885849988126,-0.383393697975532,0.652151354417494,0.08065965337210243,-0.6727622914032303,-0.517096612575481,10129.0,0.0,0.0,0.0,1.0,0.0,0.0
791,-0.9680773685152533,-0.968648387894963,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.7768359929558795,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.7290959817271779,1.1452831881756944,-0.9281842071433332,14990.0,0.0,0.0,0.0,1.0,0.0,0.0
57,-0.8751732426403548,-0.8753238784307206,-0.17673550650985886,-0.574383548793758,-0.6535610176653474,-0.6015212009586693,-0.22151885849988126,-0.6556879241144339,-0.6909498895037363,-0.427791559364655,1.0373472784418807,-1.2403320755609566,3427.0,0.0,0.0,1.0,0.0,0.0,0.0
840,0.2680635508067999,0.27308596822772374,-0.17673550650985886,0.40737758546420016,0.49354274260513986,-0.20581071712019056,-0.22151885849988126,0.40323406642573995,0.20445093977708392,-0.37129698017168195,0.8383404448701617,0.7886290691535952,7875.0,0.0,0.0,0.0,0.0,0.0,1.0
